country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Norway,NO,2022-37,65-79yr,146,729335,40.31069398835926,TESSy COVID-19
Norway,NO,2022-38,65-79yr,132,729335,38.11691472368665,TESSy COVID-19
Norway,NO,2022-39,65-79yr,154,729335,39.213804356022955,TESSy COVID-19
Norway,NO,2022-40,65-79yr,138,729335,40.03647158027518,TESSy COVID-19
Norway,NO,2022-41,65-79yr,136,729335,37.56846990751849,TESSy COVID-19
Norway,NO,2022-42,65-79yr,173,729335,42.36736204898983,TESSy COVID-19
Norway,NO,2022-43,65-79yr,246,729335,57.44959449361404,TESSy COVID-19
Norway,NO,2022-44,65-79yr,219,729335,63.756709879547806,TESSy COVID-19
Norway,NO,2022-45,65-79yr,250,729335,64.30515469571596,TESSy COVID-19
Norway,NO,2022-46,65-79yr,239,729335,67.04737877655673,TESSy COVID-19
Norway,NO,2022-47,65-79yr,277,729335,70.74938128569175,TESSy COVID-19
Norway,NO,2022-48,65-79yr,302,729335,79.38738714034017,TESSy COVID-19
Norway,NO,2022-49,65-79yr,348,729335,89.12228262732489,TESSy COVID-19
Norway,NO,2022-50,65-79yr,437,729335,107.63229517300006,TESSy COVID-19
Norway,NO,2022-51,65-79yr,448,729335,121.34341557720388,TESSy COVID-19
Norway,NO,2022-52,65-79yr,392,729335,115.17341139531217,TESSy COVID-19
Norway,NO,2023-01,65-79yr,296,729335,94.33250838092235,TESSy COVID-19
Norway,NO,2023-02,65-79yr,188,729335,66.36182275634654,TESSy COVID-19
Norway,NO,2023-03,65-79yr,102,729335,39.762249172191105,TESSy COVID-19
Norway,NO,2023-04,65-79yr,118,729335,30.164464889248425,TESSy COVID-19
Norway,NO,2023-05,65-79yr,90,729335,28.519130440743965,TESSy COVID-19
Norway,NO,2023-06,65-79yr,78,729335,23.034682279062434,TESSy COVID-19
Norway,NO,2023-07,65-79yr,83,729335,22.074903850768166,TESSy COVID-19
Norway,NO,2023-08,65-79yr,86,729335,23.171793483104473,TESSy COVID-19
Norway,NO,2023-09,65-79yr,103,729335,25.914017563945237,TESSy COVID-19
Norway,NO,2020-01,80+yr,NA,236407,NA,TESSy COVID-19
Norway,NO,2020-02,80+yr,NA,236407,NA,TESSy COVID-19
Norway,NO,2020-03,80+yr,NA,236407,NA,TESSy COVID-19
Norway,NO,2020-04,80+yr,NA,236407,NA,TESSy COVID-19
Norway,NO,2020-05,80+yr,NA,236407,NA,TESSy COVID-19
Norway,NO,2020-06,80+yr,NA,236407,NA,TESSy COVID-19
Norway,NO,2020-07,80+yr,NA,236407,NA,TESSy COVID-19
Norway,NO,2020-08,80+yr,0,236407,NA,TESSy COVID-19
Norway,NO,2020-09,80+yr,0,236407,0,TESSy COVID-19
Norway,NO,2020-10,80+yr,2,236407,0.8459986379421929,TESSy COVID-19
Norway,NO,2020-11,80+yr,25,236407,11.420981612219604,TESSy COVID-19
Norway,NO,2020-12,80+yr,91,236407,49.06792100064719,TESSy COVID-19
Norway,NO,2020-13,80+yr,127,236407,92.21385153569902,TESSy COVID-19
Norway,NO,2020-14,80+yr,97,236407,94.75184744952561,TESSy COVID-19
Norway,NO,2020-15,80+yr,62,236407,67.25689171640434,TESSy COVID-19
Norway,NO,2020-16,80+yr,38,236407,42.299931897109644,TESSy COVID-19
Norway,NO,2020-17,80+yr,21,236407,24.956959819294692,TESSy COVID-19
Norway,NO,2020-18,80+yr,11,236407,13.535978207075086,TESSy COVID-19
Norway,NO,2020-19,80+yr,4,236407,6.3449897845664465,TESSy COVID-19
Norway,NO,2020-20,80+yr,3,236407,2.9609952327976754,TESSy COVID-19
Norway,NO,2020-21,80+yr,4,236407,2.9609952327976754,TESSy COVID-19
Norway,NO,2020-22,80+yr,1,236407,2.1149965948554823,TESSy COVID-19
Norway,NO,2020-23,80+yr,1,236407,0.8459986379421929,TESSy COVID-19
Norway,NO,2020-24,80+yr,0,236407,0.42299931897109644,TESSy COVID-19
Norway,NO,2020-25,80+yr,6,236407,2.537995913826579,TESSy COVID-19
Norway,NO,2020-26,80+yr,3,236407,3.806993870739868,TESSy COVID-19
Norway,NO,2020-27,80+yr,1,236407,1.6919972758843858,TESSy COVID-19
Norway,NO,2020-28,80+yr,0,236407,0.42299931897109644,TESSy COVID-19
Norway,NO,2020-29,80+yr,1,236407,0.42299931897109644,TESSy COVID-19
Norway,NO,2020-30,80+yr,1,236407,0.8459986379421929,TESSy COVID-19
Norway,NO,2020-31,80+yr,2,236407,1.2689979569132894,TESSy COVID-19
Norway,NO,2020-32,80+yr,4,236407,2.537995913826579,TESSy COVID-19
Norway,NO,2020-33,80+yr,1,236407,2.1149965948554823,TESSy COVID-19
Norway,NO,2020-34,80+yr,1,236407,0.8459986379421929,TESSy COVID-19
Norway,NO,2020-35,80+yr,5,236407,2.537995913826579,TESSy COVID-19
Norway,NO,2020-36,80+yr,7,236407,5.075991827653158,TESSy COVID-19
Norway,NO,2020-37,80+yr,16,236407,9.728984336335218,TESSy COVID-19
Norway,NO,2020-38,80+yr,8,236407,10.151983655306315,TESSy COVID-19
Norway,NO,2020-39,80+yr,19,236407,11.420981612219604,TESSy COVID-19
Norway,NO,2020-40,80+yr,15,236407,14.38197684501728,TESSy COVID-19
Norway,NO,2020-41,80+yr,17,236407,13.535978207075086,TESSy COVID-19
Norway,NO,2020-42,80+yr,8,236407,10.574982974277411,TESSy COVID-19
Norway,NO,2020-43,80+yr,17,236407,10.574982974277411,TESSy COVID-19
Norway,NO,2020-44,80+yr,36,236407,22.41896390546811,TESSy COVID-19
Norway,NO,2020-45,80+yr,60,236407,40.60793462122526,TESSy COVID-19
Norway,NO,2020-46,80+yr,104,236407,69.37188831125982,TESSy COVID-19
Norway,NO,2020-47,80+yr,90,236407,82.06186788039271,TESSy COVID-19
Norway,NO,2020-48,80+yr,78,236407,71.0638855871442,TESSy COVID-19
Norway,NO,2020-49,80+yr,57,236407,57.10490806109802,TESSy COVID-19
Norway,NO,2020-50,80+yr,57,236407,48.221922362704994,TESSy COVID-19
Norway,NO,2020-51,80+yr,90,236407,62.18089988875118,TESSy COVID-19
Norway,NO,2020-52,80+yr,87,236407,74.87087945788407,TESSy COVID-19
Norway,NO,2020-53,80+yr,113,236407,84.59986379421929,TESSy COVID-19
Norway,NO,2021-01,80+yr,94,236407,87.56085902701696,TESSy COVID-19
Norway,NO,2021-02,80+yr,78,236407,72.75588286302859,TESSy COVID-19
Norway,NO,2021-03,80+yr,59,236407,57.95090669904022,TESSy COVID-19
Norway,NO,2021-04,80+yr,29,236407,37.22394006945649,TESSy COVID-19
Norway,NO,2021-05,80+yr,20,236407,20.726966629583725,TESSy COVID-19
Norway,NO,2021-06,80+yr,14,236407,14.38197684501728,TESSy COVID-19
Norway,NO,2021-07,80+yr,15,236407,12.266980250161797,TESSy COVID-19
Norway,NO,2021-08,80+yr,23,236407,16.073974120901667,TESSy COVID-19
Norway,NO,2021-09,80+yr,19,236407,17.76597139678605,TESSy COVID-19
Norway,NO,2021-10,80+yr,32,236407,21.57296526752592,TESSy COVID-19
Norway,NO,2021-11,80+yr,35,236407,28.34095437106346,TESSy COVID-19
Norway,NO,2021-12,80+yr,27,236407,26.22595777620798,TESSy COVID-19
Norway,NO,2021-13,80+yr,38,236407,27.49495573312127,TESSy COVID-19
Norway,NO,2021-14,80+yr,28,236407,27.917955052092367,TESSy COVID-19
Norway,NO,2021-15,80+yr,21,236407,20.726966629583725,TESSy COVID-19
Norway,NO,2021-16,80+yr,24,236407,19.034969353699342,TESSy COVID-19
Norway,NO,2021-17,80+yr,19,236407,18.188970715757147,TESSy COVID-19
Norway,NO,2021-18,80+yr,11,236407,12.689979569132893,TESSy COVID-19
Norway,NO,2021-19,80+yr,16,236407,11.420981612219604,TESSy COVID-19
Norway,NO,2021-20,80+yr,7,236407,9.728984336335218,TESSy COVID-19
Norway,NO,2021-21,80+yr,6,236407,5.498991146624254,TESSy COVID-19
Norway,NO,2021-22,80+yr,10,236407,6.767989103537543,TESSy COVID-19
Norway,NO,2021-23,80+yr,7,236407,7.19098842250864,TESSy COVID-19
Norway,NO,2021-24,80+yr,11,236407,7.613987741479736,TESSy COVID-19
Norway,NO,2021-25,80+yr,7,236407,7.613987741479736,TESSy COVID-19
Norway,NO,2021-26,80+yr,4,236407,4.652992508682061,TESSy COVID-19
Norway,NO,2021-27,80+yr,2,236407,2.537995913826579,TESSy COVID-19
Norway,NO,2021-28,80+yr,8,236407,4.229993189710965,TESSy COVID-19
Norway,NO,2021-29,80+yr,11,236407,8.036987060450834,TESSy COVID-19
Norway,NO,2021-30,80+yr,20,236407,13.11297888810399,TESSy COVID-19
Norway,NO,2021-31,80+yr,35,236407,23.264962543410306,TESSy COVID-19
Norway,NO,2021-32,80+yr,15,236407,21.149965948554822,TESSy COVID-19
Norway,NO,2021-33,80+yr,42,236407,24.110961181352497,TESSy COVID-19
Norway,NO,2021-34,80+yr,79,236407,51.18291759550267,TESSy COVID-19
Norway,NO,2021-35,80+yr,51,236407,54.98991146624254,TESSy COVID-19
Norway,NO,2021-36,80+yr,66,236407,49.49092031961828,TESSy COVID-19
Norway,NO,2021-37,80+yr,53,236407,50.33691895756048,TESSy COVID-19
Norway,NO,2021-38,80+yr,46,236407,41.87693257813855,TESSy COVID-19
Norway,NO,2021-39,80+yr,55,236407,42.722931216080745,TESSy COVID-19
Norway,NO,2021-40,80+yr,60,236407,48.644921681676095,TESSy COVID-19
Norway,NO,2021-41,80+yr,57,236407,49.49092031961828,TESSy COVID-19
Norway,NO,2021-42,80+yr,132,236407,79.94687128553723,TESSy COVID-19
Norway,NO,2021-43,80+yr,203,236407,141.70477185531732,TESSy COVID-19
Norway,NO,2021-44,80+yr,233,236407,184.42770307139804,TESSy COVID-19
Norway,NO,2021-45,80+yr,256,236407,206.84666697686617,TESSy COVID-19
Norway,NO,2021-46,80+yr,228,236407,204.7316703820107,TESSy COVID-19
Norway,NO,2021-47,80+yr,241,236407,198.38668059744424,TESSy COVID-19
Norway,NO,2021-48,80+yr,220,236407,195.00268604567546,TESSy COVID-19
Norway,NO,2021-49,80+yr,200,236407,177.6597139678605,TESSy COVID-19
Norway,NO,2021-50,80+yr,188,236407,164.12373576078542,TESSy COVID-19
Norway,NO,2021-51,80+yr,108,236407,125.20779841544456,TESSy COVID-19
Norway,NO,2021-52,80+yr,235,236407,145.0887664070861,TESSy COVID-19
Norway,NO,2022-01,80+yr,258,236407,208.53866425275055,TESSy COVID-19
Norway,NO,2022-02,80+yr,315,236407,242.37860977043826,TESSy COVID-19
Norway,NO,2022-03,80+yr,434,236407,316.82648990935127,TESSy COVID-19
Norway,NO,2022-04,80+yr,409,236407,356.5884258926343,TESSy COVID-19
Norway,NO,2022-05,80+yr,458,236407,366.7404095479406,TESSy COVID-19
Norway,NO,2022-06,80+yr,529,236407,417.5003278244722,TESSy COVID-19
Norway,NO,2022-07,80+yr,821,236407,571.0490806109802,TESSy COVID-19
Norway,NO,2022-08,80+yr,1226,236407,865.8796059338345,TESSy COVID-19
Norway,NO,2022-09,80+yr,1347,236407,1088.3772477126313,TESSy COVID-19
Norway,NO,2022-10,80+yr,1212,236407,1082.455257247036,TESSy COVID-19
Norway,NO,2022-11,80+yr,959,236407,918.3315214862504,TESSy COVID-19
Norway,NO,2022-12,80+yr,834,236407,758.437778915176,TESSy COVID-19
Norway,NO,2022-13,80+yr,534,236407,578.66306835246,TESSy COVID-19
Norway,NO,2022-14,80+yr,441,236407,412.424335996819,TESSy COVID-19
Norway,NO,2022-15,80+yr,304,236407,315.13449263346683,TESSy COVID-19
Norway,NO,2022-16,80+yr,274,236407,244.49360636529374,TESSy COVID-19
Norway,NO,2022-17,80+yr,189,236407,195.84868468361765,TESSy COVID-19
Norway,NO,2022-18,80+yr,154,236407,145.0887664070861,TESSy COVID-19
Norway,NO,2022-19,80+yr,181,236407,141.70477185531732,TESSy COVID-19
Norway,NO,2022-20,80+yr,155,236407,142.1277711742884,TESSy COVID-19
Norway,NO,2022-21,80+yr,185,236407,143.8197684501728,TESSy COVID-19
Norway,NO,2022-22,80+yr,191,236407,159.04774393313227,TESSy COVID-19
Norway,NO,2022-23,80+yr,246,236407,184.85070239036915,TESSy COVID-19
Norway,NO,2022-24,80+yr,346,236407,250.41559683088911,TESSy COVID-19
Norway,NO,2022-25,80+yr,434,236407,329.9394687974552,TESSy COVID-19
Norway,NO,2022-26,80+yr,442,236407,370.5474034186805,TESSy COVID-19
Norway,NO,2022-27,80+yr,358,236407,338.39945517687715,TESSy COVID-19
Norway,NO,2022-28,80+yr,348,236407,298.6375191935941,TESSy COVID-19
Norway,NO,2022-29,80+yr,297,236407,272.8345607363572,TESSy COVID-19
Norway,NO,2022-30,80+yr,243,236407,228.4196322443921,TESSy COVID-19
Norway,NO,2022-31,80+yr,194,236407,184.85070239036915,TESSy COVID-19
Norway,NO,2022-32,80+yr,190,236407,162.43173848490105,TESSy COVID-19
Norway,NO,2022-33,80+yr,149,236407,143.3967691312017,TESSy COVID-19
Norway,NO,2022-34,80+yr,124,236407,115.47881407910933,TESSy COVID-19
Norway,NO,2022-35,80+yr,117,236407,101.94283587203425,TESSy COVID-19
Norway,NO,2022-36,80+yr,118,236407,99.40483995820767,TESSy COVID-19
Norway,NO,2022-37,80+yr,104,236407,93.90584881158341,TESSy COVID-19
Norway,NO,2022-38,80+yr,96,236407,84.59986379421929,TESSy COVID-19
Norway,NO,2022-39,80+yr,109,236407,86.71486038907477,TESSy COVID-19
Norway,NO,2022-40,80+yr,120,236407,96.86684404438108,TESSy COVID-19
Norway,NO,2022-41,80+yr,101,236407,93.48284949261232,TESSy COVID-19
Norway,NO,2022-42,80+yr,125,236407,95.5978460874678,TESSy COVID-19
Norway,NO,2022-43,80+yr,206,236407,140.01277457943291,TESSy COVID-19
Norway,NO,2022-44,80+yr,225,236407,182.31270647654256,TESSy COVID-19
Norway,NO,2022-45,80+yr,236,236407,195.00268604567546,TESSy COVID-19
Norway,NO,2022-46,80+yr,228,236407,196.27168400258876,TESSy COVID-19
Norway,NO,2022-47,80+yr,245,236407,200.07867787332862,TESSy COVID-19
Norway,NO,2022-48,80+yr,278,236407,221.22864382188345,TESSy COVID-19
Norway,NO,2022-49,80+yr,366,236407,272.4115614173861,TESSy COVID-19
Norway,NO,2022-50,80+yr,398,236407,323.1714796939177,TESSy COVID-19
Norway,NO,2022-51,80+yr,415,236407,343.89844632350145,TESSy COVID-19
Norway,NO,2022-52,80+yr,375,236407,334.1694619871662,TESSy COVID-19
Norway,NO,2023-01,80+yr,285,236407,279.17955052092367,TESSy COVID-19
Norway,NO,2023-02,80+yr,164,236407,189.9266942180223,TESSy COVID-19
Norway,NO,2023-03,80+yr,103,236407,112.94081816528275,TESSy COVID-19
Norway,NO,2023-04,80+yr,66,236407,71.486884906115307,TESSy COVID-19
Norway,NO,2023-05,80+yr,67,236407,56.25890942315583,TESSy COVID-19
Norway,NO,2023-06,80+yr,82,236407,63.02689852669337,TESSy COVID-19
Norway,NO,2023-07,80+yr,68,236407,63.449897845664466,TESSy COVID-19
Norway,NO,2023-08,80+yr,74,236407,60.065903293895694,TESSy COVID-19
Norway,NO,2023-09,80+yr,101,236407,74.02488081994188,TESSy COVID-19
Poland,PL,2020-01,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2020-02,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2020-03,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2020-04,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2020-05,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2020-06,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2020-07,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2020-08,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2020-09,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2020-10,<15yr,0,5857060,NA,TESSy COVID-19
Poland,PL,2020-11,<15yr,5,5857060,0.08536706129013533,TESSy COVID-19
Poland,PL,2020-12,<15yr,18,5857060,0.39268848193462247,TESSy COVID-19
Poland,PL,2020-13,<15yr,45,5857060,1.075624972255705,TESSy COVID-19
Poland,PL,2020-14,<15yr,78,5857060,2.100029707737329,TESSy COVID-19
Poland,PL,2020-15,<15yr,91,5857060,2.885406671606574,TESSy COVID-19
Poland,PL,2020-16,<15yr,107,5857060,3.3805356270893587,TESSy COVID-19
Poland,PL,2020-17,<15yr,93,5857060,3.414682451605413,TESSy COVID-19
Poland,PL,2020-18,<15yr,106,5857060,3.397609039347386,TESSy COVID-19
Poland,PL,2020-19,<15yr,115,5857060,3.7732241090239813,TESSy COVID-19
Poland,PL,2020-20,<15yr,110,5857060,3.8415177580560895,TESSy COVID-19
Poland,PL,2020-21,<15yr,183,5857060,5.00250979160193,TESSy COVID-19
Poland,PL,2020-22,<15yr,183,5857060,6.248868886437906,TESSy COVID-19
Poland,PL,2020-23,<15yr,133,5857060,5.395198273536552,TESSy COVID-19
Poland,PL,2020-24,<15yr,128,5857060,4.456160599345064,TESSy COVID-19
Poland,PL,2020-25,<15yr,146,5857060,4.678114958699416,TESSy COVID-19
Poland,PL,2020-26,<15yr,148,5857060,5.019583203859957,TESSy COVID-19
Poland,PL,2020-27,<15yr,111,5857060,4.42201377482901,TESSy COVID-19
Poland,PL,2020-28,<15yr,162,5857060,4.661041546441389,TESSy COVID-19
Poland,PL,2020-29,<15yr,139,5857060,5.139097089666146,TESSy COVID-19
Poland,PL,2020-30,<15yr,182,5857060,5.480565334826688,TESSy COVID-19
Poland,PL,2020-31,<15yr,209,5857060,6.675704192888582,TESSy COVID-19
Poland,PL,2020-32,<15yr,229,5857060,7.478154569015854,TESSy COVID-19
Poland,PL,2020-33,<15yr,227,5857060,7.785475989660341,TESSy COVID-19
Poland,PL,2020-34,<15yr,233,5857060,7.85376963869245,TESSy COVID-19
Poland,PL,2020-35,<15yr,196,5857060,7.324493858693611,TESSy COVID-19
Poland,PL,2020-36,<15yr,163,5857060,6.129355000631716,TESSy COVID-19
Poland,PL,2020-37,<15yr,101,5857060,4.507380836119145,TESSy COVID-19
Poland,PL,2020-38,<15yr,178,5857060,4.763482019989551,TESSy COVID-19
Poland,PL,2020-39,<15yr,148,5857060,5.565932396116823,TESSy COVID-19
Poland,PL,2020-40,<15yr,202,5857060,5.975694290309472,TESSy COVID-19
Poland,PL,2020-41,<15yr,523,5857060,12.378223887069622,TESSy COVID-19
Poland,PL,2020-42,<15yr,925,5857060,24.72230094962319,TESSy COVID-19
Poland,PL,2020-43,<15yr,2157,5857060,52.62025657923942,TESSy COVID-19
Poland,PL,2020-44,<15yr,4884,5857060,120.21389570876856,TESSy COVID-19
Poland,PL,2020-45,<15yr,3578,5857060,144.475214527425,TESSy COVID-19
Poland,PL,2020-46,<15yr,2788,5857060,108.68934243460029,TESSy COVID-19
Poland,PL,2020-47,<15yr,2443,5857060,89.31101952173958,TESSy COVID-19
Poland,PL,2020-48,<15yr,2283,5857060,80.68894633143591,TESSy COVID-19
Poland,PL,2020-49,<15yr,2321,5857060,78.60599003595661,TESSy COVID-19
Poland,PL,2020-50,<15yr,2360,5857060,79.92064277982469,TESSy COVID-19
Poland,PL,2020-51,<15yr,2297,5857060,79.51088088563203,TESSy COVID-19
Poland,PL,2020-52,<15yr,1808,5857060,70.0863573192011,TESSy COVID-19
Poland,PL,2020-53,<15yr,2073,5857060,66.26191297340304,TESSy COVID-19
Poland,PL,2021-01,<15yr,2035,5857060,70.13757755597518,TESSy COVID-19
Poland,PL,2021-02,<15yr,1453,5857060,59.552061955998404,TESSy COVID-19
Poland,PL,2021-03,<15yr,1225,5857060,45.72259802699648,TESSy COVID-19
Poland,PL,2021-04,<15yr,1442,5857060,45.53479049215818,TESSy COVID-19
Poland,PL,2021-05,<15yr,1699,5857060,53.62758790246301,TESSy COVID-19
Poland,PL,2021-06,<15yr,1867,5857060,60.88378811212451,TESSy COVID-19
Poland,PL,2021-07,<15yr,2553,5857060,75.46448218047962,TESSy COVID-19
Poland,PL,2021-08,<15yr,3369,5857060,101.10874739203628,TESSy COVID-19
Poland,PL,2021-09,<15yr,4461,5857060,133.6848179803519,TESSy COVID-19
Poland,PL,2021-10,<15yr,6350,5857060,184.5806599215306,TESSy COVID-19
Poland,PL,2021-11,<15yr,8323,5857060,250.51817806203113,TESSy COVID-19
Poland,PL,2021-12,<15yr,10896,5857060,328.13391018702214,TESSy COVID-19
Poland,PL,2021-13,<15yr,8974,5857060,339.2487015669978,TESSy COVID-19
Poland,PL,2021-14,<15yr,6175,5857060,258.645122296852,TESSy COVID-19
Poland,PL,2021-15,<15yr,5270,5857060,195.40520329311977,TESSy COVID-19
Poland,PL,2021-16,<15yr,3169,5857060,144.0825260454904,TESSy COVID-19
Poland,PL,2021-17,<15yr,2493,5857060,96.66966020494924,TESSy COVID-19
Poland,PL,2021-18,<15yr,1782,5857060,72.9888374030657,TESSy COVID-19
Poland,PL,2021-19,<15yr,1407,5857060,54.44711169084831,TESSy COVID-19
Poland,PL,2021-20,<15yr,699,5857060,35.956606215404996,TESSy COVID-19
Poland,PL,2021-21,<15yr,378,5857060,18.38806500189515,TESSy COVID-19
Poland,PL,2021-22,<15yr,164,5857060,9.25378944385067,TESSy COVID-19
Poland,PL,2021-23,<15yr,133,5857060,5.070803440634038,TESSy COVID-19
Poland,PL,2021-24,<15yr,75,5857060,3.5512697496696295,TESSy COVID-19
Poland,PL,2021-25,<15yr,44,5857060,2.0317360587052207,TESSy COVID-19
Poland,PL,2021-26,<15yr,37,5857060,1.3829463929001922,TESSy COVID-19
Poland,PL,2021-27,<15yr,35,5857060,1.2292856825779486,TESSy COVID-19
Poland,PL,2021-28,<15yr,49,5857060,1.4341666296742734,TESSy COVID-19
Poland,PL,2021-29,<15yr,63,5857060,1.9122221728990312,TESSy COVID-19
Poland,PL,2021-30,<15yr,78,5857060,2.407351128381816,TESSy COVID-19
Poland,PL,2021-31,<15yr,78,5857060,2.6634523122522222,TESSy COVID-19
Poland,PL,2021-32,<15yr,138,5857060,3.687857047733846,TESSy COVID-19
Poland,PL,2021-33,<15yr,120,5857060,4.404940362570983,TESSy COVID-19
Poland,PL,2021-34,<15yr,126,5857060,4.200059415474658,TESSy COVID-19
Poland,PL,2021-35,<15yr,161,5857060,4.9000693180537676,TESSy COVID-19
Poland,PL,2021-36,<15yr,309,5857060,8.02450376127272,TESSy COVID-19
Poland,PL,2021-37,<15yr,441,5857060,12.805059193520298,TESSy COVID-19
Poland,PL,2021-38,<15yr,524,5857060,16.475842828996118,TESSy COVID-19
Poland,PL,2021-39,<15yr,860,5857060,23.629602565109458,TESSy COVID-19
Poland,PL,2021-40,<15yr,1350,5857060,37.73224109023981,TESSy COVID-19
Poland,PL,2021-41,<15yr,2292,5857060,62.18136744373457,TESSy COVID-19
Poland,PL,2021-42,<15yr,4516,5857060,116.23579065264826,TESSy COVID-19
Poland,PL,2021-43,<15yr,8133,5857060,215.96159165178435,TESSy COVID-19
Poland,PL,2021-44,<15yr,11650,5857060,337.7633147005494,TESSy COVID-19
Poland,PL,2021-45,<15yr,14910,5857060,453.46982957319887,TESSy COVID-19
Poland,PL,2021-46,<15yr,20333,5857060,601.7182682096478,TESSy COVID-19
Poland,PL,2021-47,<15yr,26036,5857060,791.677052992457,TESSy COVID-19
Poland,PL,2021-48,<15yr,26547,5857060,897.7712367638371,TESSy COVID-19
Poland,PL,2021-49,<15yr,24851,5857060,877.5392432380751,TESSy COVID-19
Poland,PL,2021-50,<15yr,18223,5857060,735.4201596022577,TESSy COVID-19
Poland,PL,2021-51,<15yr,10034,5857060,482.44341017507077,TESSy COVID-19
Poland,PL,2021-52,<15yr,6838,5857060,288.06261161743265,TESSy COVID-19
Poland,PL,2022-01,<15yr,7332,5857060,241.93025169624352,TESSy COVID-19
Poland,PL,2022-02,<15yr,12841,5857060,344.42194548118,TESSy COVID-19
Poland,PL,2022-03,<15yr,48022,5857060,1039.1390902603011,TESSy COVID-19
Poland,PL,2022-04,<15yr,61218,5857060,1865.0995550668765,TESSy COVID-19
Poland,PL,2022-05,<15yr,39694,5857060,1722.9121777820271,TESSy COVID-19
Poland,PL,2022-06,<15yr,26270,5857060,1126.2305661884973,TESSy COVID-19
Poland,PL,2022-07,<15yr,16761,5857060,734.6860028751627,TESSy COVID-19
Poland,PL,2022-08,<15yr,10770,5857060,470.04811287574313,TESSy COVID-19
Poland,PL,2022-09,<15yr,9466,5857060,345.4975704534357,TESSy COVID-19
Poland,PL,2022-10,<15yr,7998,5857060,298.17007167418467,TESSy COVID-19
Poland,PL,2022-11,<15yr,6601,5857060,249.25474555493713,TESSy COVID-19
Poland,PL,2022-12,<15yr,3279,5857060,168.6853131093074,TESSy COVID-19
Poland,PL,2022-13,<15yr,1305,5857060,78.26452179079607,TESSy COVID-19
Poland,PL,2022-14,<15yr,462,5857060,30.168719459933822,TESSy COVID-19
Poland,PL,2022-15,<15yr,308,5857060,13.14652743868084,TESSy COVID-19
Poland,PL,2022-16,<15yr,324,5857060,10.790396547073104,TESSy COVID-19
Poland,PL,2022-17,<15yr,605,5857060,15.861199987707144,TESSy COVID-19
Poland,PL,2022-18,<15yr,438,5857060,17.807568985122227,TESSy COVID-19
Poland,PL,2022-19,<15yr,401,5857060,14.324592884484707,TESSy COVID-19
Poland,PL,2022-20,<15yr,289,5857060,11.780654458038674,TESSy COVID-19
Poland,PL,2022-21,<15yr,87,5857060,6.419603009018176,TESSy COVID-19
Poland,PL,2022-22,<15yr,38,5857060,2.134176532253383,TESSy COVID-19
Poland,PL,2022-23,<15yr,15,5857060,0.9048908496754344,TESSy COVID-19
Poland,PL,2022-24,<15yr,38,5857060,0.9048908496754344,TESSy COVID-19
Poland,PL,2022-25,<15yr,92,5857060,2.2195435935435186,TESSy COVID-19
Poland,PL,2022-26,<15yr,149,5857060,4.114692354184522,TESSy COVID-19
Poland,PL,2022-27,<15yr,361,5857060,8.707440251593804,TESSy COVID-19
Poland,PL,2022-28,<15yr,724,5857060,18.524652299959364,TESSy COVID-19
Poland,PL,2022-29,<15yr,1433,5857060,36.82735024056438,TESSy COVID-19
Poland,PL,2022-30,<15yr,1951,5857060,57.77642708116359,TESSy COVID-19
Poland,PL,2022-31,<15yr,4385,5857060,108.17714006685948,TESSy COVID-19
Poland,PL,2022-32,<15yr,2856,5857060,123.62857816037398,TESSy COVID-19
Poland,PL,2022-33,<15yr,2844,5857060,97.31844987075426,TESSy COVID-19
Poland,PL,2022-34,<15yr,2753,5857060,95.55988840817749,TESSy COVID-19
Poland,PL,2022-35,<15yr,2418,5857060,88.28661478625796,TESSy COVID-19
Poland,PL,2022-36,<15yr,4951,5857060,125.81397492940144,TESSy COVID-19
Poland,PL,2022-37,<15yr,4753,5857060,165.68039255189464,TESSy COVID-19
Poland,PL,2022-38,<15yr,2306,5857060,120.52121712941305,TESSy COVID-19
Poland,PL,2022-39,<15yr,1317,5857060,61.85697261083205,TESSy COVID-19
Poland,PL,2022-40,<15yr,837,5857060,36.7761300037903,TESSy COVID-19
Poland,PL,2022-41,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2022-42,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2022-43,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2022-44,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2022-45,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2022-46,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2022-47,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2022-48,<15yr,NA,5857060,NA,TESSy COVID-19
Poland,PL,2022-49,<15yr,NA,5857060,NA,TESSy COVID-19
