country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Austria,AT,2020-01,<15yr,NA,1285488,NA,TESSy COVID-19
Austria,AT,2020-02,<15yr,NA,1285488,NA,TESSy COVID-19
Austria,AT,2020-03,<15yr,NA,1285488,NA,TESSy COVID-19
Austria,AT,2020-04,<15yr,NA,1285488,NA,TESSy COVID-19
Austria,AT,2020-05,<15yr,NA,1285488,NA,TESSy COVID-19
Austria,AT,2020-06,<15yr,NA,1285488,NA,TESSy COVID-19
Austria,AT,2020-07,<15yr,NA,1285488,NA,TESSy COVID-19
Austria,AT,2020-08,<15yr,NA,1285488,NA,TESSy COVID-19
Austria,AT,2020-09,<15yr,0,1285488,NA,TESSy COVID-19
Austria,AT,2020-10,<15yr,7,1285488,0.5445402835343465,TESSy COVID-19
Austria,AT,2020-11,<15yr,10,1285488,1.3224549742976985,TESSy COVID-19
Austria,AT,2020-12,<15yr,59,1285488,5.36761136626713,TESSy COVID-19
Austria,AT,2020-13,<15yr,156,1285488,16.725165851412072,TESSy COVID-19
Austria,AT,2020-14,<15yr,104,1285488,20.225781959847154,TESSy COVID-19
Austria,AT,2020-15,<15yr,54,1285488,12.291052114060964,TESSy COVID-19
Austria,AT,2020-16,<15yr,14,1285488,5.289819897190794,TESSy COVID-19
Austria,AT,2020-17,<15yr,21,1285488,2.7227014176717326,TESSy COVID-19
Austria,AT,2020-18,<15yr,20,1285488,3.1894502321297438,TESSy COVID-19
Austria,AT,2020-19,<15yr,6,1285488,2.0225781959847153,TESSy COVID-19
Austria,AT,2020-20,<15yr,25,1285488,2.4115355413663915,TESSy COVID-19
Austria,AT,2020-21,<15yr,25,1285488,3.8895734538167606,TESSy COVID-19
Austria,AT,2020-22,<15yr,28,1285488,4.122947861045766,TESSy COVID-19
Austria,AT,2020-23,<15yr,33,1285488,4.745279613656448,TESSy COVID-19
Austria,AT,2020-24,<15yr,23,1285488,4.356322268274772,TESSy COVID-19
Austria,AT,2020-25,<15yr,32,1285488,4.278530799198436,TESSy COVID-19
Austria,AT,2020-26,<15yr,42,1285488,5.756568711648805,TESSy COVID-19
Austria,AT,2020-27,<15yr,109,1285488,11.746511830526616,TESSy COVID-19
Austria,AT,2020-28,<15yr,59,1285488,13.068966804824315,TESSy COVID-19
Austria,AT,2020-29,<15yr,95,1285488,11.979886237755622,TESSy COVID-19
Austria,AT,2020-30,<15yr,82,1285488,13.769090026511332,TESSy COVID-19
Austria,AT,2020-31,<15yr,74,1285488,12.135469175908293,TESSy COVID-19
Austria,AT,2020-32,<15yr,53,1285488,9.879516572694572,TESSy COVID-19
Austria,AT,2020-33,<15yr,78,1285488,10.190682448999913,TESSy COVID-19
Austria,AT,2020-34,<15yr,128,1285488,16.025042629725053,TESSy COVID-19
Austria,AT,2020-35,<15yr,177,1285488,23.72639806828224,TESSy COVID-19
Austria,AT,2020-36,<15yr,227,1285488,31.427753506839426,TESSy COVID-19
Austria,AT,2020-37,<15yr,385,1285488,47.60837907471715,TESSy COVID-19
Austria,AT,2020-38,<15yr,512,1285488,69.77894776147268,TESSy COVID-19
Austria,AT,2020-39,<15yr,470,1285488,76.39122263296117,TESSy COVID-19
Austria,AT,2020-40,<15yr,618,1285488,84.6371183550527,TESSy COVID-19
Austria,AT,2020-41,<15yr,843,1285488,113.65333632052575,TESSy COVID-19
Austria,AT,2020-42,<15yr,985,1285488,142.20280547154076,TESSy COVID-19
Austria,AT,2020-43,<15yr,1370,1285488,183.19890967476942,TESSy COVID-19
Austria,AT,2020-44,<15yr,1881,1285488,252.90006596716577,TESSy COVID-19
Austria,AT,2020-45,<15yr,2041,1285488,305.0981417173867,TESSy COVID-19
Austria,AT,2020-46,<15yr,2911,1285488,385.22335486601196,TESSy COVID-19
Austria,AT,2020-47,<15yr,2640,1285488,431.8204448427368,TESSy COVID-19
Austria,AT,2020-48,<15yr,1876,1285488,351.3062743487298,TESSy COVID-19
Austria,AT,2020-49,<15yr,1226,1285488,241.30913707479183,TESSy COVID-19
Austria,AT,2020-50,<15yr,1011,1285488,174.01951632376188,TESSy COVID-19
Austria,AT,2020-51,<15yr,956,1285488,153.01581967315136,TESSy COVID-19
Austria,AT,2020-52,<15yr,876,1285488,142.5139713478461,TESSy COVID-19
Austria,AT,2020-53,<15yr,807,1285488,130.92304245547217,TESSy COVID-19
Austria,AT,2021-01,<15yr,748,1285488,120.96573441370126,TESSy COVID-19
Austria,AT,2021-02,<15yr,517,1285488,98.40620838156404,TESSy COVID-19
Austria,AT,2021-03,<15yr,674,1285488,92.64963966991523,TESSy COVID-19
Austria,AT,2021-04,<15yr,749,1285488,110.697260495625,TESSy COVID-19
Austria,AT,2021-05,<15yr,784,1285488,119.25432209402189,TESSy COVID-19
Austria,AT,2021-06,<15yr,969,1285488,136.36844529081563,TESSy COVID-19
Austria,AT,2021-07,<15yr,1563,1285488,196.96799970128075,TESSy COVID-19
Austria,AT,2021-08,<15yr,2088,1285488,284.0166535976999,TESSy COVID-19
Austria,AT,2021-09,<15yr,2477,1285488,355.11805633347024,TESSy COVID-19
Austria,AT,2021-10,<15yr,2713,1285488,403.73772450617975,TESSy COVID-19
Austria,AT,2021-11,<15yr,2994,1285488,443.95591401864505,TESSy COVID-19
Austria,AT,2021-12,<15yr,3127,1285488,476.16158221624784,TESSy COVID-19
Austria,AT,2021-13,<15yr,2441,1285488,433.14289981703445,TESSy COVID-19
Austria,AT,2021-14,<15yr,2048,1285488,349.2059046836688,TESSy COVID-19
Austria,AT,2021-15,<15yr,2560,1285488,358.46308950375266,TESSy COVID-19
Austria,AT,2021-16,<15yr,2360,1285488,382.73402785556925,TESSy COVID-19
Austria,AT,2021-17,<15yr,2173,1285488,352.6287293230275,TESSy COVID-19
Austria,AT,2021-18,<15yr,1603,1285488,293.74058723224175,TESSy COVID-19
Austria,AT,2021-19,<15yr,1018,1285488,203.8914404490746,TESSy COVID-19
Austria,AT,2021-20,<15yr,764,1285488,138.62439789402936,TESSy COVID-19
Austria,AT,2021-21,<15yr,550,1285488,102.21799036630446,TESSy COVID-19
Austria,AT,2021-22,<15yr,395,1285488,73.51293827713678,TESSy COVID-19
Austria,AT,2021-23,<15yr,284,1285488,52.82040750283161,TESSy COVID-19
Austria,AT,2021-24,<15yr,171,1285488,35.39511842973252,TESSy COVID-19
Austria,AT,2021-25,<15yr,146,1285488,24.659895697198262,TESSy COVID-19
Austria,AT,2021-26,<15yr,93,1285488,18.592161109244117,TESSy COVID-19
Austria,AT,2021-27,<15yr,106,1285488,15.480502346190708,TESSy COVID-19
Austria,AT,2021-28,<15yr,153,1285488,20.14799049077082,TESSy COVID-19
Austria,AT,2021-29,<15yr,228,1285488,29.638549718083716,TESSy COVID-19
Austria,AT,2021-30,<15yr,263,1285488,38.19561131648059,TESSy COVID-19
Austria,AT,2021-31,<15yr,384,1285488,50.331080492388885,TESSy COVID-19
Austria,AT,2021-32,<15yr,813,1285488,93.11638848437325,TESSy COVID-19
Austria,AT,2021-33,<15yr,1194,1285488,156.12747843620477,TESSy COVID-19
Austria,AT,2021-34,<15yr,1580,1285488,215.79353521775388,TESSy COVID-19
Austria,AT,2021-35,<15yr,2040,1285488,281.6051180563335,TESSy COVID-19
Austria,AT,2021-36,<15yr,2835,1285488,379.23341174713414,TESSy COVID-19
Austria,AT,2021-37,<15yr,3345,1285488,480.7512788917516,TESSy COVID-19
Austria,AT,2021-38,<15yr,2792,1285488,477.4062457214692,TESSy COVID-19
Austria,AT,2021-39,<15yr,2979,1285488,448.9345680395305,TESSy COVID-19
Austria,AT,2021-40,<15yr,2689,1285488,440.922046724668,TESSy COVID-19
Austria,AT,2021-41,<15yr,2966,1285488,439.9107576266756,TESSy COVID-19
Austria,AT,2021-42,<15yr,4762,1285488,601.1724730219186,TESSy COVID-19
Austria,AT,2021-43,<15yr,5464,1285488,795.4955627746039,TESSy COVID-19
Austria,AT,2021-44,<15yr,8355,1285488,1075.0003111658764,TESSy COVID-19
Austria,AT,2021-45,<15yr,13520,1285488,1701.6883860448327,TESSy COVID-19
Austria,AT,2021-46,<15yr,20876,1285488,2675.715370349626,TESSy COVID-19
Austria,AT,2021-47,<15yr,18976,1285488,3100.1456256301108,TESSy COVID-19
Austria,AT,2021-48,<15yr,11333,1285488,2357.781636234644,TESSy COVID-19
Austria,AT,2021-49,<15yr,6168,1285488,1361.4285003049426,TESSy COVID-19
Austria,AT,2021-50,<15yr,3758,1285488,772.1581220517033,TESSy COVID-19
Austria,AT,2021-51,<15yr,2571,1285488,492.34220778412555,TESSy COVID-19
Austria,AT,2021-52,<15yr,2854,1285488,422.0187197391185,TESSy COVID-19
Austria,AT,2022-01,<15yr,6991,1285488,765.8570130565201,TESSy COVID-19
Austria,AT,2022-02,<15yr,18725,1285488,2000.4854187670364,TESSy COVID-19
Austria,AT,2022-03,<15yr,37054,1285488,4339.130353608902,TESSy COVID-19
Austria,AT,2022-04,<15yr,47237,1285488,6557.120719913371,TESSy COVID-19
Austria,AT,2022-05,<15yr,44484,1285488,7135.111335150542,TESSy COVID-19
Austria,AT,2022-06,<15yr,40243,1285488,6591.037800430654,TESSy COVID-19
Austria,AT,2022-07,<15yr,34910,1285488,5846.26227549382,TESSy COVID-19
Austria,AT,2022-08,<15yr,32894,1285488,5274.572769251833,TESSy COVID-19
Austria,AT,2022-09,<15yr,40444,1285488,5705.070759120272,TESSy COVID-19
Austria,AT,2022-10,<15yr,50592,1285488,7081.8241788332525,TESSy COVID-19
Austria,AT,2022-11,<15yr,49742,1285488,7805.129258305017,TESSy COVID-19
Austria,AT,2022-12,<15yr,36274,1285488,6691.311004070049,TESSy COVID-19
Austria,AT,2022-13,<15yr,22011,1285488,4534.075775114198,TESSy COVID-19
Austria,AT,2022-14,<15yr,14418,1285488,2833.8654269818153,TESSy COVID-19
Austria,AT,2022-15,<15yr,6373,1285488,1617.3624335660854,TESSy COVID-19
Austria,AT,2022-16,<15yr,5933,1285488,957.3018184533811,TESSy COVID-19
Austria,AT,2022-17,<15yr,5290,1285488,873.0536574437101,TESSy COVID-19
Austria,AT,2022-18,<15yr,5300,1285488,823.8116575183899,TESSy COVID-19
Austria,AT,2022-19,<15yr,3983,1285488,722.1382074356197,TESSy COVID-19
Austria,AT,2022-20,<15yr,2454,1285488,500.74368644436976,TESSy COVID-19
Austria,AT,2022-21,<15yr,1506,1285488,308.05421754228746,TESSy COVID-19
Austria,AT,2022-22,<15yr,1711,1285488,250.25515601857037,TESSy COVID-19
Austria,AT,2022-23,<15yr,2117,1285488,297.7857436242112,TESSy COVID-19
Austria,AT,2022-24,<15yr,3555,1285488,441.23321260097333,TESSy COVID-19
Austria,AT,2022-25,<15yr,5329,1285488,691.099411274162,TESSy COVID-19
Austria,AT,2022-26,<15yr,6724,1285488,937.6205767770683,TESSy COVID-19
Austria,AT,2022-27,<15yr,5605,1285488,959.0910222421369,TESSy COVID-19
Austria,AT,2022-28,<15yr,5434,1285488,858.7400271336644,TESSy COVID-19
Austria,AT,2022-29,<15yr,4916,1285488,805.1417049400694,TESSy COVID-19
Austria,AT,2022-30,<15yr,3745,1285488,673.7519136701393,TESSy COVID-19
Austria,AT,2022-31,<15yr,2962,1285488,521.7473830949803,TESSy COVID-19
Austria,AT,2022-32,<15yr,2957,1285488,460.44770546282814,TESSy COVID-19
Austria,AT,2022-33,<15yr,2945,1285488,459.1252504885304,TESSy COVID-19
Austria,AT,2022-34,<15yr,2770,1285488,444.57824577125575,TESSy COVID-19
Austria,AT,2022-35,<15yr,2686,1285488,424.4302552804849,TESSy COVID-19
Austria,AT,2022-36,<15yr,2922,1285488,436.25455858008786,TESSy COVID-19
Austria,AT,2022-37,<15yr,4597,1285488,584.9140559849644,TESSy COVID-19
Austria,AT,2022-38,<15yr,6643,1285488,874.3761124180078,TESSy COVID-19
Austria,AT,2022-39,<15yr,6851,1285488,1049.7180837160674,TESSy COVID-19
Austria,AT,2022-40,<15yr,5756,1285488,980.717050645358,TESSy COVID-19
Austria,AT,2022-41,<15yr,4817,1285488,822.4892025440922,TESSy COVID-19
Austria,AT,2022-42,<15yr,3561,1285488,651.7369279215364,TESSy COVID-19
Austria,AT,2022-43,<15yr,2077,1285488,438.58830265237793,TESSy COVID-19
Austria,AT,2022-44,<15yr,1827,1285488,303.6978952740127,TESSy COVID-19
Austria,AT,2022-45,<15yr,1836,1285488,284.9501512266159,TESSy COVID-19
Austria,AT,2022-46,<15yr,2624,1285488,346.94995208045503,TESSy COVID-19
Austria,AT,2022-47,<15yr,2865,1285488,426.997373760004,TESSy COVID-19
Austria,AT,2022-48,<15yr,2859,1285488,445.2783689929428,TESSy COVID-19
Austria,AT,2022-49,<15yr,2106,1285488,386.2346439640043,TESSy COVID-19
Austria,AT,2022-50,<15yr,1669,1285488,293.66279576316543,TESSy COVID-19
Austria,AT,2022-51,<15yr,1415,1285488,239.9088906314178,TESSy COVID-19
Austria,AT,2022-52,<15yr,937,1285488,182.96553526754042,TESSy COVID-19
Austria,AT,2023-01,<15yr,673,1285488,125.24426521289969,TESSy COVID-19
Austria,AT,2023-02,<15yr,903,1285488,122.5993552643043,TESSy COVID-19
Austria,AT,2023-03,<15yr,1483,1285488,185.61044521613582,TESSy COVID-19
Austria,AT,2023-04,<15yr,3077,1285488,354.7290989880886,TESSy COVID-19
Austria,AT,2023-05,<15yr,3434,1285488,506.50025515601857,TESSy COVID-19
Austria,AT,2023-06,<15yr,2165,1285488,435.55443535840084,TESSy COVID-19
Austria,AT,2023-07,<15yr,1712,1285488,301.5975256089516,TESSy COVID-19
Austria,AT,2023-08,<15yr,2250,1285488,308.2098004804401,TESSy COVID-19
Austria,AT,2023-09,<15yr,2466,1285488,366.86456816399686,TESSy COVID-19
Austria,AT,2020-01,15-24yr,NA,941982,NA,TESSy COVID-19
Austria,AT,2020-02,15-24yr,NA,941982,NA,TESSy COVID-19
Austria,AT,2020-03,15-24yr,NA,941982,NA,TESSy COVID-19
Austria,AT,2020-04,15-24yr,NA,941982,NA,TESSy COVID-19
Austria,AT,2020-05,15-24yr,NA,941982,NA,TESSy COVID-19
Austria,AT,2020-06,15-24yr,NA,941982,NA,TESSy COVID-19
Austria,AT,2020-07,15-24yr,NA,941982,NA,TESSy COVID-19
Austria,AT,2020-08,15-24yr,NA,941982,NA,TESSy COVID-19
Austria,AT,2020-09,15-24yr,4,941982,NA,TESSy COVID-19
Austria,AT,2020-10,15-24yr,14,941982,1.9108645388128436,TESSy COVID-19
Austria,AT,2020-11,15-24yr,103,941982,12.420619502283483,TESSy COVID-19
Austria,AT,2020-12,15-24yr,286,941982,41.29590586656645,TESSy COVID-19
Austria,AT,2020-13,15-24yr,436,941982,76.64689983460406,TESSy COVID-19
Austria,AT,2020-14,15-24yr,309,941982,79.08856007864269,TESSy COVID-19
Austria,AT,2020-15,15-24yr,178,941982,51.69950168899194,TESSy COVID-19
Austria,AT,2020-16,15-24yr,54,941982,24.62892072247665,TESSy COVID-19
Austria,AT,2020-17,15-24yr,38,941982,9.766640976154534,TESSy COVID-19
Austria,AT,2020-18,15-24yr,27,941982,6.900344167935269,TESSy COVID-19
Austria,AT,2020-19,15-24yr,35,941982,6.581866744799794,TESSy COVID-19
Austria,AT,2020-20,15-24yr,41,941982,8.068094719432006,TESSy COVID-19
Austria,AT,2020-21,15-24yr,33,941982,7.8557764373416905,TESSy COVID-19
Austria,AT,2020-22,15-24yr,22,941982,5.838752757483689,TESSy COVID-19
Austria,AT,2020-23,15-24yr,31,941982,5.626434475393372,TESSy COVID-19
Austria,AT,2020-24,15-24yr,25,941982,5.944911898528846,TESSy COVID-19
Austria,AT,2020-25,15-24yr,50,941982,7.961935578386848,TESSy COVID-19
Austria,AT,2020-26,15-24yr,56,941982,11.252868950786745,TESSy COVID-19
Austria,AT,2020-27,15-24yr,96,941982,16.13618943886401,TESSy COVID-19
Austria,AT,2020-28,15-24yr,113,941982,22.187260478438017,TESSy COVID-19
Austria,AT,2020-29,15-24yr,128,941982,25.584352991883073,TESSy COVID-19
Austria,AT,2020-30,15-24yr,203,941982,35.13867568594729,TESSy COVID-19
Austria,AT,2020-31,15-24yr,203,941982,43.10061126433414,TESSy COVID-19
Austria,AT,2020-32,15-24yr,197,941982,42.46365641806319,TESSy COVID-19
Austria,AT,2020-33,15-24yr,577,941982,82.16717516895227,TESSy COVID-19
Austria,AT,2020-34,15-24yr,663,941982,131.63733489599588,TESSy COVID-19
Austria,AT,2020-35,15-24yr,518,941982,125.37394557433157,TESSy COVID-19
Austria,AT,2020-36,15-24yr,549,941982,113.27180349518356,TESSy COVID-19
Austria,AT,2020-37,15-24yr,965,941982,160.72493954236919,TESSy COVID-19
Austria,AT,2020-38,15-24yr,1313,941982,241.83052330086986,TESSy COVID-19
Austria,AT,2020-39,15-24yr,924,941982,237.47799851801838,TESSy COVID-19
Austria,AT,2020-40,15-24yr,1076,941982,212.31828209031596,TESSy COVID-19
Austria,AT,2020-41,15-24yr,1318,941982,254.1449836621082,TESSy COVID-19
Austria,AT,2020-42,15-24yr,1652,941982,315.2926489041192,TESSy COVID-19
Austria,AT,2020-43,15-24yr,2956,941982,489.18132193608795,TESSy COVID-19
Austria,AT,2020-44,15-24yr,4930,941982,837.1709862821158,TESSy COVID-19
Austria,AT,2020-45,15-24yr,6661,941982,1230.4906038544261,TESSy COVID-19
Austria,AT,2020-46,15-24yr,6325,941982,1378.5826056124215,TESSy COVID-19
Austria,AT,2020-47,15-24yr,4786,941982,1179.5342161527503,TESSy COVID-19
Austria,AT,2020-48,15-24yr,3799,941982,911.3762258726812,TESSy COVID-19
Austria,AT,2020-49,15-24yr,2609,941982,680.2677758173724,TESSy COVID-19
Austria,AT,2020-50,15-24yr,2140,941982,504.1497608234552,TESSy COVID-19
Austria,AT,2020-51,15-24yr,1678,941982,405.31560051041316,TESSy COVID-19
Austria,AT,2020-52,15-24yr,1507,941982,338.11686422882815,TESSy COVID-19
Austria,AT,2020-53,15-24yr,1853,941982,356.6947139117308,TESSy COVID-19
Austria,AT,2021-01,15-24yr,1925,941982,401.0692348686068,TESSy COVID-19
Austria,AT,2021-02,15-24yr,1476,941982,361.0472386945823,TESSy COVID-19
Austria,AT,2021-03,15-24yr,1392,941982,304.4644165175131,TESSy COVID-19
Austria,AT,2021-04,15-24yr,1185,941982,273.5721064733721,TESSy COVID-19
Austria,AT,2021-05,15-24yr,1179,941982,250.96020943075345,TESSy COVID-19
Austria,AT,2021-06,15-24yr,1329,941982,266.2471257412562,TESSy COVID-19
Austria,AT,2021-07,15-24yr,1614,941982,312.4263520958999,TESSy COVID-19
Austria,AT,2021-08,15-24yr,2004,941982,384.08377230138154,TESSy COVID-19
Austria,AT,2021-09,15-24yr,2386,941982,466.03862918824353,TESSy COVID-19
Austria,AT,2021-10,15-24yr,2806,941982,551.1782603064602,TESSy COVID-19
Austria,AT,2021-11,15-24yr,3217,941982,639.3965065149865,TESSy COVID-19
Austria,AT,2021-12,15-24yr,3419,941982,704.4720599756683,TESSy COVID-19
Austria,AT,2021-13,15-24yr,3162,941982,698.6333072181847,TESSy COVID-19
Austria,AT,2021-14,15-24yr,2723,941982,624.7465450507547,TESSy COVID-19
Austria,AT,2021-15,15-24yr,2621,941982,567.3144497453242,TESSy COVID-19
Austria,AT,2021-16,15-24yr,2311,941982,523.5768836347191,TESSy COVID-19
Austria,AT,2021-17,15-24yr,1961,941982,453.51185054491486,TESSy COVID-19
Austria,AT,2021-18,15-24yr,1389,941982,355.6331225012792,TESSy COVID-19
Austria,AT,2021-19,15-24yr,908,941982,243.84754698072786,TESSy COVID-19
Austria,AT,2021-20,15-24yr,729,941982,173.7825138909236,TESSy COVID-19
Austria,AT,2021-21,15-24yr,616,941982,142.78404470573747,TESSy COVID-19
Austria,AT,2021-22,15-24yr,561,941982,124.94930901015094,TESSy COVID-19
Austria,AT,2021-23,15-24yr,386,941982,100.5327065697646,TESSy COVID-19
Austria,AT,2021-24,15-24yr,241,941982,66.56178143531405,TESSy COVID-19
Austria,AT,2021-25,15-24yr,167,941982,43.312929546424456,TESSy COVID-19
Austria,AT,2021-26,15-24yr,202,941982,39.17272304566329,TESSy COVID-19
Austria,AT,2021-27,15-24yr,449,941982,69.10960082039784,TESSy COVID-19
Austria,AT,2021-28,15-24yr,958,941982,149.36591145053728,TESSy COVID-19
Austria,AT,2021-29,15-24yr,944,941982,201.91468626789046,TESSy COVID-19
Austria,AT,2021-30,15-24yr,1244,941982,232.27620060680565,TESSy COVID-19
Austria,AT,2021-31,15-24yr,1189,941982,258.28519016286936,TESSy COVID-19
Austria,AT,2021-32,15-24yr,1680,941982,304.57057565855825,TESSy COVID-19
Austria,AT,2021-33,15-24yr,2094,941982,400.6445983044262,TESSy COVID-19
Austria,AT,2021-34,15-24yr,2115,941982,446.82382465906994,TESSy COVID-19
Austria,AT,2021-35,15-24yr,2317,941982,470.49731311214015,TESSy COVID-19
Austria,AT,2021-36,15-24yr,2846,941982,548.0996452161506,TESSy COVID-19
Austria,AT,2021-37,15-24yr,2329,941982,549.3735549086925,TESSy COVID-19
Austria,AT,2021-38,15-24yr,1878,941982,446.6115063769796,TESSy COVID-19
Austria,AT,2021-39,15-24yr,2021,941982,413.91449093507094,TESSy COVID-19
Austria,AT,2021-40,15-24yr,2117,941982,439.28652564486373,TESSy COVID-19
Austria,AT,2021-41,15-24yr,2465,941982,486.42118426891386,TESSy COVID-19
Austria,AT,2021-42,15-24yr,3377,941982,620.1817019858129,TESSy COVID-19
Austria,AT,2021-43,15-24yr,5022,941982,891.6306256382818,TESSy COVID-19
Austria,AT,2021-44,15-24yr,9289,941982,1519.2434674972558,TESSy COVID-19
Austria,AT,2021-45,15-24yr,11755,941982,2234.0129641543044,TESSy COVID-19
Austria,AT,2021-46,15-24yr,12246,941982,2547.9255442248364,TESSy COVID-19
Austria,AT,2021-47,15-24yr,9195,941982,2276.1581431492323,TESSy COVID-19
Austria,AT,2021-48,15-24yr,5746,941982,1586.1237263557052,TESSy COVID-19
Austria,AT,2021-49,15-24yr,3518,941982,983.4582826423435,TESSy COVID-19
Austria,AT,2021-50,15-24yr,2397,941982,627.9313192821094,TESSy COVID-19
Austria,AT,2021-51,15-24yr,2190,941982,486.95197997413965,TESSy COVID-19
Austria,AT,2021-52,15-24yr,4416,941982,701.2872857443136,TESSy COVID-19
Austria,AT,2022-01,15-24yr,14939,941982,2054.7101749290327,TESSy COVID-19
Austria,AT,2022-02,15-24yr,21538,941982,3872.3669879042272,TESSy COVID-19
Austria,AT,2022-03,15-24yr,27177,941982,5171.542556014871,TESSy COVID-19
Austria,AT,2022-04,15-24yr,32714,941982,6357.977116335556,TESSy COVID-19
Austria,AT,2022-05,15-24yr,33156,941982,6992.702620644556,TESSy COVID-19
Austria,AT,2022-06,15-24yr,31556,941982,6869.770335314263,TESSy COVID-19
Austria,AT,2022-07,15-24yr,29321,941982,6462.6500294060825,TESSy COVID-19
Austria,AT,2022-08,15-24yr,26220,941982,5896.184852789119,TESSy COVID-19
Austria,AT,2022-09,15-24yr,29571,941982,5922.724638050408,TESSy COVID-19
Austria,AT,2022-10,15-24yr,50183,941982,8466.61613491553,TESSy COVID-19
Austria,AT,2022-11,15-24yr,45846,941982,10194.356155425476,TESSy COVID-19
Austria,AT,2022-12,15-24yr,31214,941982,8180.623408939874,TESSy COVID-19
Austria,AT,2022-13,15-24yr,17522,941982,5173.771897976819,TESSy COVID-19
Austria,AT,2022-14,15-24yr,10344,941982,2958.230624364372,TESSy COVID-19
Austria,AT,2022-15,15-24yr,6201,941982,1756.4029885921386,TESSy COVID-19
Austria,AT,2022-16,15-24yr,5852,941982,1279.5361270172891,TESSy COVID-19
Austria,AT,2022-17,15-24yr,4278,941982,1075.3920987874503,TESSy COVID-19
Austria,AT,2022-18,15-24yr,3640,941982,840.5680787955608,TESSy COVID-19
Austria,AT,2022-19,15-24yr,3094,941982,714.8756557980938,TESSy COVID-19
Austria,AT,2022-20,15-24yr,2264,941982,568.8006777199564,TESSy COVID-19
Austria,AT,2022-21,15-24yr,1665,941982,417.0992651664257,TESSy COVID-19
Austria,AT,2022-22,15-24yr,2348,941982,426.01663301421894,TESSy COVID-19
Austria,AT,2022-23,15-24yr,2985,941982,566.1466991938274,TESSy COVID-19
Austria,AT,2022-24,15-24yr,5284,941982,877.8299373024113,TESSy COVID-19
Austria,AT,2022-25,15-24yr,7983,941982,1408.413324246111,TESSy COVID-19
Austria,AT,2022-26,15-24yr,8610,941982,1761.4986273623063,TESSy COVID-19
Austria,AT,2022-27,15-24yr,9190,941982,1889.632710603812,TESSy COVID-19
Austria,AT,2022-28,15-24yr,9722,941982,2007.6816754460276,TESSy COVID-19
Austria,AT,2022-29,15-24yr,8854,941982,1972.0122040548545,TESSy COVID-19
Austria,AT,2022-30,15-24yr,5709,941982,1545.9955710406357,TESSy COVID-19
Austria,AT,2022-31,15-24yr,4345,941982,1067.3240040680182,TESSy COVID-19
Austria,AT,2022-32,15-24yr,3961,941982,881.7578255210822,TESSy COVID-19
Austria,AT,2022-33,15-24yr,3813,941982,825.2811624850581,TESSy COVID-19
Austria,AT,2022-34,15-24yr,3482,941982,774.4309339244274,TESSy COVID-19
Austria,AT,2022-35,15-24yr,2754,941982,662.0084035576051,TESSy COVID-19
Austria,AT,2022-36,15-24yr,2678,941982,576.6564541572981,TESSy COVID-19
Austria,AT,2022-37,15-24yr,3103,941982,613.7059943820583,TESSy COVID-19
Austria,AT,2022-38,15-24yr,4395,941982,795.9812395565945,TESSy COVID-19
Austria,AT,2022-39,15-24yr,6605,941982,1167.7505514967377,TESSy COVID-19
Austria,AT,2022-40,15-24yr,7292,941982,1475.2935831045604,TESSy COVID-19
Austria,AT,2022-41,15-24yr,6267,941982,1439.411793431297,TESSy COVID-19
Austria,AT,2022-42,15-24yr,4257,941982,1117.2188003592426,TESSy COVID-19
Austria,AT,2022-43,15-24yr,2590,941982,726.8716387361967,TESSy COVID-19
Austria,AT,2022-44,15-24yr,2409,941982,530.6895460847447,TESSy COVID-19
Austria,AT,2022-45,15-24yr,2148,941982,483.7672057427849,TESSy COVID-19
Austria,AT,2022-46,15-24yr,2282,941982,470.2849948300498,TESSy COVID-19
Austria,AT,2022-47,15-24yr,2663,941982,524.9569524683062,TESSy COVID-19
Austria,AT,2022-48,15-24yr,2957,941982,596.6143726737878,TESSy COVID-19
Austria,AT,2022-49,15-24yr,2767,941982,607.6549233424843,TESSy COVID-19
Austria,AT,2022-50,15-24yr,2870,941982,598.4190780715555,TESSy COVID-19
Austria,AT,2022-51,15-24yr,2454,941982,565.191266924421,TESSy COVID-19
Austria,AT,2022-52,15-24yr,1590,941982,429.3075663866189,TESSy COVID-19
Austria,AT,2023-01,15-24yr,1341,941982,311.152442403358,TESSy COVID-19
Austria,AT,2023-02,15-24yr,1220,941982,271.8735602166496,TESSy COVID-19
Austria,AT,2023-03,15-24yr,1222,941982,259.24062243227576,TESSy COVID-19
Austria,AT,2023-04,15-24yr,1869,941982,328.1379049705833,TESSy COVID-19
Austria,AT,2023-05,15-24yr,2746,941982,489.9244359234041,TESSy COVID-19
Austria,AT,2023-06,15-24yr,3271,941982,638.7595516687155,TESSy COVID-19
Austria,AT,2023-07,15-24yr,3750,941982,745.3433292780542,TESSy COVID-19
Austria,AT,2023-08,15-24yr,4096,941982,832.9246206403095,TESSy COVID-19
Austria,AT,2023-09,15-24yr,3918,941982,850.759356335896,TESSy COVID-19
Austria,AT,2020-01,25-49yr,NA,3002329,NA,TESSy COVID-19
Austria,AT,2020-02,25-49yr,NA,3002329,NA,TESSy COVID-19
Austria,AT,2020-03,25-49yr,NA,3002329,NA,TESSy COVID-19
Austria,AT,2020-04,25-49yr,NA,3002329,NA,TESSy COVID-19
